model_name,method,instance_idx,ratio,energy,time_sec,n_jobs,T_limit
Q-Seq (CWE #1),Greedy+DP,0,0.0,32.0,0.01390036940574646,2,4
Q-Seq (CWE #1),Greedy+DP,1,0.0,23.0,0.01390036940574646,7,16
Q-Seq (CWE #1),Greedy+DP,2,0.0,33.0,0.01390036940574646,3,7
Q-Seq (CWE #1),Greedy+DP,3,0.0,177.0,0.01390036940574646,7,19
Q-Seq (CWE #1),Greedy+DP,4,0.0,207.0,0.01390036940574646,12,33
Q-Seq (CWE #1),Greedy+DP,5,0.0,12.0,0.01390036940574646,3,5
Q-Seq (CWE #1),Greedy+DP,6,0.0,106.0,0.01390036940574646,5,18
Q-Seq (CWE #1),Greedy+DP,7,0.0,18.0,0.01390036940574646,3,4
Q-Seq (CWE #1),Greedy+DP,8,0.0,90.0,0.01390036940574646,4,11
Q-Seq (CWE #1),Greedy+DP,9,0.0,18.0,0.01390036940574646,2,2
Q-Seq (CWE #1),Greedy+DP,10,0.0,27.0,0.01390036940574646,5,12
Q-Seq (CWE #1),Greedy+DP,11,0.0,144.0,0.01390036940574646,25,61
Q-Seq (CWE #1),Greedy+DP,12,0.0,10.0,0.01390036940574646,3,5
Q-Seq (CWE #1),Greedy+DP,13,0.0,48.0,0.01390036940574646,1,4
Q-Seq (CWE #1),Greedy+DP,14,0.0,4.0,0.01390036940574646,1,4
Q-Seq (CWE #1),Greedy+DP,15,0.0,240.0,0.01390036940574646,9,32
Q-Seq (CWE #1),SGBS+DP(β4γ4),0,0.0,32.0,0.4942360669374466,2,4
Q-Seq (CWE #1),SGBS+DP(β4γ4),1,0.0,23.0,0.4942360669374466,7,16
Q-Seq (CWE #1),SGBS+DP(β4γ4),2,0.0,33.0,0.4942360669374466,3,7
Q-Seq (CWE #1),SGBS+DP(β4γ4),3,0.0,177.0,0.4942360669374466,7,19
Q-Seq (CWE #1),SGBS+DP(β4γ4),4,0.0,207.0,0.4942360669374466,12,33
Q-Seq (CWE #1),SGBS+DP(β4γ4),5,0.0,12.0,0.4942360669374466,3,5
Q-Seq (CWE #1),SGBS+DP(β4γ4),6,0.0,106.0,0.4942360669374466,5,18
Q-Seq (CWE #1),SGBS+DP(β4γ4),7,0.0,18.0,0.4942360669374466,3,4
Q-Seq (CWE #1),SGBS+DP(β4γ4),8,0.0,90.0,0.4942360669374466,4,11
Q-Seq (CWE #1),SGBS+DP(β4γ4),9,0.0,18.0,0.4942360669374466,2,2
Q-Seq (CWE #1),SGBS+DP(β4γ4),10,0.0,27.0,0.4942360669374466,5,12
Q-Seq (CWE #1),SGBS+DP(β4γ4),11,0.0,144.0,0.4942360669374466,25,61
Q-Seq (CWE #1),SGBS+DP(β4γ4),12,0.0,10.0,0.4942360669374466,3,5
Q-Seq (CWE #1),SGBS+DP(β4γ4),13,0.0,48.0,0.4942360669374466,1,4
Q-Seq (CWE #1),SGBS+DP(β4γ4),14,0.0,4.0,0.4942360669374466,1,4
Q-Seq (CWE #1),SGBS+DP(β4γ4),15,0.0,240.0,0.4942360669374466,9,32
Q-Seq (CWE #1),Greedy+DP,0,0.25,12.0,0.015031367540359497,2,28
Q-Seq (CWE #1),Greedy+DP,1,0.25,16.0,0.015031367540359497,7,37
Q-Seq (CWE #1),Greedy+DP,2,0.25,30.0,0.015031367540359497,3,25
Q-Seq (CWE #1),Greedy+DP,3,0.25,141.0,0.015031367540359497,7,34
Q-Seq (CWE #1),Greedy+DP,4,0.25,165.0,0.015031367540359497,12,44
Q-Seq (CWE #1),Greedy+DP,5,0.25,5.0,0.015031367540359497,3,16
Q-Seq (CWE #1),Greedy+DP,6,0.25,100.0,0.015031367540359497,5,26
Q-Seq (CWE #1),Greedy+DP,7,0.25,15.0,0.015031367540359497,3,23
Q-Seq (CWE #1),Greedy+DP,8,0.25,60.0,0.015031367540359497,4,33
Q-Seq (CWE #1),Greedy+DP,9,0.25,6.0,0.015031367540359497,2,26
Q-Seq (CWE #1),Greedy+DP,10,0.25,21.0,0.015031367540359497,5,21
Q-Seq (CWE #1),Greedy+DP,11,0.25,139.0,0.015031367540359497,25,70
Q-Seq (CWE #1),Greedy+DP,12,0.25,10.0,0.015031367540359497,3,28
Q-Seq (CWE #1),Greedy+DP,13,0.25,12.0,0.015031367540359497,1,15
Q-Seq (CWE #1),Greedy+DP,14,0.25,4.0,0.015031367540359497,1,23
Q-Seq (CWE #1),Greedy+DP,15,0.25,231.0,0.015031367540359497,9,44
Q-Seq (CWE #1),SGBS+DP(β4γ4),0,0.25,12.0,0.5163338780403137,2,28
Q-Seq (CWE #1),SGBS+DP(β4γ4),1,0.25,16.0,0.5163338780403137,7,37
Q-Seq (CWE #1),SGBS+DP(β4γ4),2,0.25,30.0,0.5163338780403137,3,25
Q-Seq (CWE #1),SGBS+DP(β4γ4),3,0.25,138.0,0.5163338780403137,7,34
Q-Seq (CWE #1),SGBS+DP(β4γ4),4,0.25,162.0,0.5163338780403137,12,44
Q-Seq (CWE #1),SGBS+DP(β4γ4),5,0.25,5.0,0.5163338780403137,3,16
Q-Seq (CWE #1),SGBS+DP(β4γ4),6,0.25,100.0,0.5163338780403137,5,26
Q-Seq (CWE #1),SGBS+DP(β4γ4),7,0.25,15.0,0.5163338780403137,3,23
Q-Seq (CWE #1),SGBS+DP(β4γ4),8,0.25,60.0,0.5163338780403137,4,33
Q-Seq (CWE #1),SGBS+DP(β4γ4),9,0.25,6.0,0.5163338780403137,2,26
Q-Seq (CWE #1),SGBS+DP(β4γ4),10,0.25,20.0,0.5163338780403137,5,21
Q-Seq (CWE #1),SGBS+DP(β4γ4),11,0.25,139.0,0.5163338780403137,25,70
Q-Seq (CWE #1),SGBS+DP(β4γ4),12,0.25,10.0,0.5163338780403137,3,28
Q-Seq (CWE #1),SGBS+DP(β4γ4),13,0.25,12.0,0.5163338780403137,1,15
Q-Seq (CWE #1),SGBS+DP(β4γ4),14,0.25,4.0,0.5163338780403137,1,23
Q-Seq (CWE #1),SGBS+DP(β4γ4),15,0.25,225.0,0.5163338780403137,9,44
Q-Seq (CWE #1),Greedy+DP,0,0.5,8.0,0.013015061616897583,2,52
Q-Seq (CWE #1),Greedy+DP,1,0.5,16.0,0.013015061616897583,7,58
Q-Seq (CWE #1),Greedy+DP,2,0.5,21.0,0.013015061616897583,3,43
Q-Seq (CWE #1),Greedy+DP,3,0.5,129.0,0.013015061616897583,7,49
Q-Seq (CWE #1),Greedy+DP,4,0.5,150.0,0.013015061616897583,12,56
Q-Seq (CWE #1),Greedy+DP,5,0.5,5.0,0.013015061616897583,3,27
Q-Seq (CWE #1),Greedy+DP,6,0.5,86.0,0.013015061616897583,5,34
Q-Seq (CWE #1),Greedy+DP,7,0.5,15.0,0.013015061616897583,3,42
Q-Seq (CWE #1),Greedy+DP,8,0.5,54.0,0.013015061616897583,4,55
Q-Seq (CWE #1),Greedy+DP,9,0.5,6.0,0.013015061616897583,2,51
Q-Seq (CWE #1),Greedy+DP,10,0.5,14.0,0.013015061616897583,5,31
Q-Seq (CWE #1),Greedy+DP,11,0.5,124.0,0.013015061616897583,25,80
Q-Seq (CWE #1),Greedy+DP,12,0.5,10.0,0.013015061616897583,3,52
Q-Seq (CWE #1),Greedy+DP,13,0.5,12.0,0.013015061616897583,1,27
Q-Seq (CWE #1),Greedy+DP,14,0.5,4.0,0.013015061616897583,1,42
Q-Seq (CWE #1),Greedy+DP,15,0.5,195.0,0.013015061616897583,9,56
Q-Seq (CWE #1),SGBS+DP(β4γ4),0,0.5,8.0,0.43816207349300385,2,52
Q-Seq (CWE #1),SGBS+DP(β4γ4),1,0.5,16.0,0.43816207349300385,7,58
Q-Seq (CWE #1),SGBS+DP(β4γ4),2,0.5,21.0,0.43816207349300385,3,43
Q-Seq (CWE #1),SGBS+DP(β4γ4),3,0.5,126.0,0.43816207349300385,7,49
Q-Seq (CWE #1),SGBS+DP(β4γ4),4,0.5,147.0,0.43816207349300385,12,56
Q-Seq (CWE #1),SGBS+DP(β4γ4),5,0.5,5.0,0.43816207349300385,3,27
Q-Seq (CWE #1),SGBS+DP(β4γ4),6,0.5,80.0,0.43816207349300385,5,34
Q-Seq (CWE #1),SGBS+DP(β4γ4),7,0.5,15.0,0.43816207349300385,3,42
Q-Seq (CWE #1),SGBS+DP(β4γ4),8,0.5,51.0,0.43816207349300385,4,55
Q-Seq (CWE #1),SGBS+DP(β4γ4),9,0.5,6.0,0.43816207349300385,2,51
Q-Seq (CWE #1),SGBS+DP(β4γ4),10,0.5,12.0,0.43816207349300385,5,31
Q-Seq (CWE #1),SGBS+DP(β4γ4),11,0.5,124.0,0.43816207349300385,25,80
Q-Seq (CWE #1),SGBS+DP(β4γ4),12,0.5,10.0,0.43816207349300385,3,52
Q-Seq (CWE #1),SGBS+DP(β4γ4),13,0.5,12.0,0.43816207349300385,1,27
Q-Seq (CWE #1),SGBS+DP(β4γ4),14,0.5,4.0,0.43816207349300385,1,42
Q-Seq (CWE #1),SGBS+DP(β4γ4),15,0.5,195.0,0.43816207349300385,9,56
Q-Seq (CWE #1),Greedy+DP,0,0.75,8.0,0.012626811861991882,2,76
Q-Seq (CWE #1),Greedy+DP,1,0.75,16.0,0.012626811861991882,7,79
Q-Seq (CWE #1),Greedy+DP,2,0.75,21.0,0.012626811861991882,3,61
Q-Seq (CWE #1),Greedy+DP,3,0.75,102.0,0.012626811861991882,7,64
Q-Seq (CWE #1),Greedy+DP,4,0.75,147.0,0.012626811861991882,12,68
Q-Seq (CWE #1),Greedy+DP,5,0.75,5.0,0.012626811861991882,3,38
Q-Seq (CWE #1),Greedy+DP,6,0.75,74.0,0.012626811861991882,5,42
Q-Seq (CWE #1),Greedy+DP,7,0.75,12.0,0.012626811861991882,3,61
Q-Seq (CWE #1),Greedy+DP,8,0.75,42.0,0.012626811861991882,4,77
