instance_seed,category,N,M,D,K,assign_alpha,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,150.0,0;0;13;130;91,3;3;3;1;1,466.0,150.0,0.7975413133390248,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,149.0,0;0;13;130;91,3;3;3;1;1,468.0,149.0,0.8169077457860112,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,148.0,0;0;13;130;91,3;3;3;1;1,468.0,148.0,0.8138340068981051,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,147.0,0;0;13;130;91,3;3;3;1;1,466.0,147.0,0.7271093395538628,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,146.0,0;0;13;130;91,3;3;3;1;1,466.0,146.0,0.7692834679037333,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,145.0,0;0;13;130;91,3;3;3;1;1,466.0,145.0,0.7841682177968323,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,144.0,0;0;13;130;91,3;3;3;1;1,468.0,144.0,0.7848741356283426,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,143.0,0;0;13;130;91,3;3;3;1;1,466.0,143.0,0.7631294368766248,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,142.0,0;0;13;130;91,3;3;3;1;1,468.0,142.0,0.6824284947942942,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,141.0,0;0;13;130;91,3;3;3;1;1,472.0,141.0,0.6840076111257076,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,140.0,0;0;13;130;91,3;3;3;1;1,476.0,140.0,0.6829198279883713,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,139.0,0;0;13;130;91,3;3;3;1;1,478.0,139.0,0.6899023880250752,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,138.0,0;0;13;130;91,3;3;3;1;1,480.0,138.0,0.673738372977823,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,137.0,0;0;13;130;91,3;3;3;1;1,482.0,137.0,0.6705115169752389,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,136.0,0;0;13;130;91,3;3;3;1;1,484.0,136.0,0.6456928597763181,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,135.0,0;0;13;130;91,3;3;3;1;1,484.0,135.0,0.6472253317479044,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,134.0,0;0;13;130;91,3;3;3;1;1,484.0,134.0,0.6381094499956816,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,133.0,0;0;13;130;91,3;3;3;1;1,484.0,133.0,0.6643577378708869,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,132.0,0;0;13;130;91,3;3;3;1;1,484.0,132.0,0.6788472591433674,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,131.0,0;0;13;130;91,3;3;3;1;1,486.0,131.0,0.6555107021704316,guided,50.0,2.0
7640273.0,medium,34.0,5.0,8.0,160.0,1.2,130.0,0;0;13;130;91,3;3;3;1;1,488.0,130.0,0.6748863069806248,guided,50.0,2.0
8023660.0,medium,41.0,5.0,6.0,120.0,1.2,120.0,12;116;15;111;12,3;1;3;1;2,626.0,120.0,0.8529066669289023,guided,50.0,2.0
