instance_seed,category,N,M,D,K,assign_alpha,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
9978714.0,small,32.0,5.0,7.0,140.0,1.2,121.0,85;3;1;93;24,2;3;3;2;3,723.0,121.0,0.7826632265932858,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,120.0,85;3;1;93;24,2;3;3;2;3,727.0,120.0,0.7364736776798964,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,119.0,85;3;1;93;24,2;3;3;2;3,731.0,112.0,0.6991689701098949,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,111.0,85;3;1;93;24,2;3;3;2;3,787.0,111.0,0.6012786824721843,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,110.0,85;3;1;93;24,2;3;3;2;3,787.0,110.0,0.5757613629102707,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,109.0,85;3;1;93;24,2;3;3;2;3,795.0,109.0,0.5830849031917751,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,108.0,85;3;1;93;24,2;3;3;2;3,799.0,108.0,0.5186717328615487,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,107.0,85;3;1;93;24,2;3;3;2;3,799.0,107.0,0.551022115861997,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,106.0,85;3;1;93;24,2;3;3;2;3,799.0,106.0,0.5261680660769343,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,105.0,85;3;1;93;24,2;3;3;2;3,799.0,105.0,0.47693284833803773,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,104.0,85;3;1;93;24,2;3;3;2;3,795.0,104.0,0.49318095901980996,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,103.0,85;3;1;93;24,2;3;3;2;3,795.0,103.0,0.5597158328164369,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,102.0,85;3;1;93;24,2;3;3;2;3,803.0,102.0,0.5196182918734848,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,101.0,85;3;1;93;24,2;3;3;2;3,811.0,101.0,0.5282567858230323,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,100.0,85;3;1;93;24,2;3;3;2;3,819.0,100.0,0.5018382200505584,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,99.0,85;3;1;93;24,2;3;3;2;3,827.0,99.0,0.49296177201904356,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,98.0,85;3;1;93;24,2;3;3;2;3,835.0,98.0,0.47221974399872124,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,97.0,85;3;1;93;24,2;3;3;2;3,839.0,97.0,0.38773042405955493,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,96.0,85;3;1;93;24,2;3;3;2;3,847.0,96.0,0.41381199401803315,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,95.0,85;3;1;93;24,2;3;3;2;3,851.0,95.0,0.3845731937326491,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,94.0,85;3;1;93;24,2;3;3;2;3,855.0,94.0,0.3659649204928428,guided,50.0,2.0
9978714.0,small,32.0,5.0,7.0,140.0,1.2,93.0,85;3;1;93;24,2;3;3;2;3,855.0,93.0,0.31657211529091,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,80.0,27;58;55;16;7,2;1;2;2;3,439.0,71.0,0.11384290317073464,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,70.0,27;58;55;16;7,2;1;2;2;3,441.0,70.0,0.057801972376182675,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,69.0,27;58;55;16;7,2;1;2;2;3,441.0,69.0,0.05620989203453064,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,68.0,27;58;55;16;7,2;1;2;2;3,443.0,68.0,0.05462393490597606,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,67.0,27;58;55;16;7,2;1;2;2;3,445.0,67.0,0.05448057735338807,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,66.0,27;58;55;16;7,2;1;2;2;3,451.0,66.0,0.02583951223641634,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,65.0,27;58;55;16;7,2;1;2;2;3,457.0,65.0,0.023735276190564036,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,64.0,27;58;55;16;7,2;1;2;2;3,459.0,64.0,0.02158049074932933,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,63.0,27;58;55;16;7,2;1;2;2;3,468.0,63.0,0.019606733229011297,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,62.0,27;58;55;16;7,2;1;2;2;3,479.0,62.0,0.01744359009899199,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,61.0,27;58;55;16;7,2;1;2;2;3,486.0,61.0,0.01542445900849998,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,60.0,27;58;55;16;7,2;1;2;2;3,497.0,60.0,0.013457629829645157,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,59.0,27;58;55;16;7,2;1;2;2;3,503.0,59.0,0.01130677992478013,guided,50.0,2.0
9926029.0,small,28.0,5.0,4.0,80.0,1.2,58.0,27;58;55;16;7,2;1;2;2;3,509.0,58.0,0.009213734650984406,guided,50.0,2.0
876386.0,small,33.0,5.0,4.0,80.0,1.2,80.0,39;73;35;47;8,2;1;2;1;3,491.0,80.0,0.13953218515962362,guided,50.0,2.0
876386.0,small,33.0,5.0,4.0,80.0,1.2,79.0,39;73;35;47;8,2;1;2;1;3,493.0,79.0,0.13106402405537665,guided,50.0,2.0
876386.0,small,33.0,5.0,4.0,80.0,1.2,78.0,39;73;35;47;8,2;1;2;1;3,495.0,78.0,0.11960363108664751,guided,50.0,2.0
876386.0,small,33.0,5.0,4.0,80.0,1.2,77.0,39;73;35;47;8,2;1;2;1;3,497.0,77.0,0.10495840990915895,guided,50.0,2.0
876386.0,small,33.0,5.0,4.0,80.0,1.2,76.0,39;73;35;47;8,2;1;2;1;3,499.0,76.0,0.07617338071577251,guided,50.0,2.0
876386.0,small,33.0,5.0,4.0,80.0,1.2,75.0,39;73;35;47;8,2;1;2;1;3,499.0,73.0,0.06456399010494351,guided,50.0,2.0
6354388.0,small,37.0,5.0,5.0,100.0,1.2,100.0,27;74;29;95;7,3;2;3;2;3,923.0,100.0,0.558345302939415,guided,50.0,2.0
6354388.0,small,37.0,5.0,5.0,100.0,1.2,99.0,27;74;29;95;7,3;2;3;2;3,927.0,99.0,0.5262768340762705,guided,50.0,2.0
6354388.0,small,37.0,5.0,5.0,100.0,1.2,98.0,27;74;29;95;7,3;2;3;2;3,931.0,98.0,0.5133471079170704,guided,50.0,2.0
6354388.0,small,37.0,5.0,5.0,100.0,1.2,97.0,27;74;29;95;7,3;2;3;2;3,935.0,97.0,0.4975723000243306,guided,50.0,2.0
6354388.0,small,37.0,5.0,5.0,100.0,1.2,96.0,27;74;29;95;7,3;2;3;2;3,939.0,96.0,0.48085423186421394,guided,50.0,2.0
6354388.0,small,37.0,5.0,5.0,100.0,1.2,95.0,27;74;29;95;7,3;2;3;2;3,939.0,95.0,0.4614460759330541,guided,50.0,2.0
